StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,academic_yes_no,research_yes_no,gender,title,discipline,last_published,academia_length,phd_dissertation,bat_1,bat_2,bat_3,bat_4,ppqr_1,ppqr_2,ppqr_3,ppqr_4,ppqr_5,ppqr_6,ppqr_7,ppqr_8,ppqr_9,ppqr_10,ppqr_11,ppqr_12,ppqr_13,ppqr_14,ppqr_15,ppqr_16,ppqr_17,ppqr_18,jis_1,jis_2,jis_3,jis_4,wlbm_1,wlbm_2,wlbm_3,wlbm_4,copsoq_workload_1,copsoq_workload_2,copsoq_workload_3,copsoq_workload_4,copsoq_workload_5,copsoq_soc_sup_1,copsoq_soc_sup_2,copsoq_soc_sup_3,copsoq_soc_sup_4,copsoq_soc_sup_5,copsoq_soc_sup_6,copsoq_oppor_1,copsoq_oppor_2,copsoq_oppor_3,attention_2,qrp_attitude_1,qrp_attitude_2,qrp_attitude_3,qrp_attitude_4,qrp_attitude_5,qrp_attitude_6,qrp_attitude_7,qrp_attitude_8,copsoq_infl_1,copsoq_infl_2,copsoq_infl_3,copsoq_infl_4,copsoq_infl_5,copsoq_infl_6,copsoq_meaning_1,copsoq_meaning_2,role_ambiguity_1,role_ambiguity_2,role_ambiguity_3,role_ambiguity_4,role_ambiguity_5,role_ambiguity_6,role_ambiguity_7,role_ambiguity_8,role_ambiguity_9,role_ambiguity_10,role_ambiguity_11,role_ambiguity_12,pay_satisfaction_1,pay_satisfaction_2,tool_satisfaction_1,tool_satisfaction_2,general_satisfaction_1,general_satisfaction_2,open_time
2025-04-07 08:39:58,2025-04-07 08:48:33,IP Address,100,514,True,2025-04-07 08:48:33,R_43KcqIsB8f6Fdf3,email,EN,Yes,Yes,Yes,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",In the last year,More than 10 years,,Often,Sometimes,Sometimes,Rarely,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Always,Rarely,Always,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Always,Always,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Always,Always,Sometimes,Often,Rarely,Sometimes,Always,Always,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Very satisfied,Very satisfied,Disagree
2025-04-07 08:51:51,2025-04-07 08:52:14,IP Address,100,23,True,2025-04-07 08:52:15,R_2wpweCrUTYrgYtH,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 08:43:19,2025-04-07 08:53:15,IP Address,100,596,True,2025-04-07 08:53:16,R_27dJXr0sAGqL4xc,email,EN,Yes,Yes,Yes,Woman,Full Professor,Non-STEM,This year,More than 10 years,,Often,Sometimes,Rarely,Sometimes,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Often,Often,Often,Never,Rarely,Sometimes,Rarely,Never,Often,Always,Rarely,Often,Always,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Sometimes,Agree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly satisfied,Slightly satisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree
2025-04-07 08:46:01,2025-04-07 08:55:35,IP Address,100,573,True,2025-04-07 08:55:35,R_88GLMM6X6Xcw6PM,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,More than 10 years,,Sometimes,Rarely,Sometimes,Rarely,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Often,Sometimes,Sometimes,Rarely,Rarely,Always,Sometimes,Rarely,Sometimes,Often,Sometimes,Always,Always,Always,Strongly agree,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Often,Always,Always,Always,Always,Always,Often,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Disagree,Dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Satisfied,Very satisfied,Slightly satisfied,Agree
2025-04-07 08:51:41,2025-04-07 08:56:58,IP Address,100,316,True,2025-04-07 08:56:58,R_5H5pAHAElrSi1Zn,email,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,In the last year,6-10 years,,Sometimes,Often,Often,Rarely,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,Often,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Always,Sometimes,Often,Often,Always,Strongly agree,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Often,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Slightly disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Slightly agree,Disagree,Neither agree nor disagree,Satisfied,Satisfied,Satisfied,Satisfied,Slightly dissatisfied,Slightly dissatisfied,Agree
2025-04-07 08:52:28,2025-04-07 08:58:59,IP Address,100,391,True,2025-04-07 08:59:00,R_2k8pKuzZuyNV0Y1,email,EN,Yes,Yes,Yes,Man,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,3-4 articles,Rarely,Rarely,Rarely,Sometimes,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Rarely,Sometimes,Often,Rarely,Rarely,Always,Always,Always,Sometimes,Rarely,Rarely,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Always,Always,Always,Always,Always,Always,Always,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Dissatisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Very satisfied,Very satisfied,Agree
2025-04-07 08:44:39,2025-04-07 08:59:23,IP Address,100,884,True,2025-04-07 08:59:23,R_8bPPsxOVm2VAUDB,email,EN,Yes,Yes,Yes,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Never,Never,Sometimes,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Always,Rarely,Always,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Always,Sometimes,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely acceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly satisfied,Slightly satisfied,Very dissatisfied,Slightly dissatisfied,Dissatisfied,Dissatisfied,Agree
2025-04-07 08:42:15,2025-04-07 08:59:33,IP Address,100,1038,True,2025-04-07 08:59:34,R_4npFZ9hRcd5b6rs,email,EN,Yes,Yes,Yes,Man,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,1-2 articles,Rarely,Rarely,Rarely,Rarely,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Always,Sometimes,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,Often,Sometimes,Strongly disagree,Neither acceptable or unacceptable,Completely unacceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Neither agree nor disagree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 08:52:40,2025-04-07 09:01:57,IP Address,100,557,True,2025-04-07 09:01:58,R_5H0Q6edu2nyOzTS,email,EN,Yes,Yes,Yes,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,3-4 articles,Rarely,Rarely,Rarely,Sometimes,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Rarely,Sometimes,Sometimes,Often,Rarely,Always,Rarely,Rarely,Often,Always,Often,Always,Always,Always,Strongly agree,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely acceptable,Completely unacceptable,Completely acceptable,Somewhat unacceptable,Often,Sometimes,Never,Often,Sometimes,Often,Often,Sometimes,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Slightly agree,Slightly agree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither satisfied nor dissatisfied,Slightly dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 09:05:58,2025-04-07 09:06:15,IP Address,100,17,True,2025-04-07 09:06:16,R_97lmlHbIqZPBxxD,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 08:55:12,2025-04-07 09:07:06,IP Address,100,713,True,2025-04-07 09:07:06,R_8E8C0T4CgeEXfqx,email,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,6-10 years,,Sometimes,Rarely,Rarely,Rarely,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Often,Often,Sometimes,Sometimes,Rarely,Always,Always,Often,Always,Often,Sometimes,Often,Often,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Often,Often,Often,Often,Always,Always,Sometimes,Often,Agree,Neither agree nor disagree,Slightly disagree,Agree,Disagree,Slightly agree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 08:33:52,2025-04-07 09:07:09,IP Address,100,1996,True,2025-04-07 09:07:09,R_80CKG5W4aIJUJyr,email,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,6-10 years,,Rarely,Rarely,Never,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Rarely,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Rarely,Sometimes,Often,Sometimes,Strongly agree,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Disagree,Disagree,Agree,Disagree,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 08:56:34,2025-04-07 09:08:25,IP Address,100,710,True,2025-04-07 09:08:25,R_2gN1uNquPd7U7D7,email,EN,Yes,Yes,Yes,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,1-2 articles,Sometimes,Rarely,Rarely,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Rarely,Often,Rarely,Always,Always,Often,Always,Always,Often,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Agree,Slightly disagree,Agree,Agree,Disagree,Agree,Slightly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree
2025-04-07 09:05:15,2025-04-07 09:16:39,IP Address,100,683,True,2025-04-07 09:16:40,R_3Li4ePJggRqf8T0,email,EN,Yes,Yes,Yes,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Never,Rarely,Rarely,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Strongly disagree,Neither acceptable or unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Always,Always,Often,Often,Sometimes,Often,Often,Always,Agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Disagree,Disagree,Slightly agree,Disagree,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Agree
2025-04-07 09:10:04,2025-04-07 09:19:44,IP Address,100,579,True,2025-04-07 09:19:44,R_6eF4N1Rh6xOCvax,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,More than 10 years,,Often,Sometimes,Never,Sometimes,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Often,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Often,Often,Often,Often,Often,Often,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Often,Always,Sometimes,Often,Often,Often,Often,Often,Strongly agree,Disagree,Slightly agree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Satisfied,Satisfied,Dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree
2025-04-07 09:13:48,2025-04-07 09:19:55,IP Address,100,366,True,2025-04-07 09:19:55,R_8vc9pbMhpabP9ak,email,EN,Yes,Yes,Yes,Man,Assistant Professor,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,,Sometimes,Rarely,Rarely,Often,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Always,Always,Always,Always,Often,Always,Always,Always,Agree,Neither agree nor disagree,Slightly agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly satisfied,Slightly satisfied,Very dissatisfied,Dissatisfied,Slightly dissatisfied,Dissatisfied,Agree
