"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Often","Sometimes","Often","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Often","Often","Often","Rarely","Rarely","Often","Often","Rarely","Never","Never","Never","Often","Often","Often","Strongly agree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Slightly agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Agree","Disagree","Dissatisfied","Dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",217,"Passed"
TRUE,TRUE,TRUE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",218,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",219,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Never","Sometimes","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Often","Sometimes","Never","Rarely","Sometimes","Sometimes","Never","Often","Always","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Always","Often","Sometimes","Often","Often","Always","Always","Always","Slightly agree","Slightly agree","Slightly agree","Agree","Agree","Slightly disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Satisfied","Satisfied","Satisfied","Slightly satisfied","Satisfied","Satisfied","Agree",220,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Sometimes","Sometimes","Sometimes","Rarely","Often","Often","Often","Often","Often","Often","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Slightly disagree","Slightly agree","Disagree","Neither agree nor disagree","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly satisfied","Slightly satisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Agree",221,"Passed"
TRUE,TRUE,TRUE,TRUE,"Prefer not to say","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Never","Never","Never","Never","","","","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Never","Rarely","Sometimes","Often","Always","Often","Never","Never","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Agree",222,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Never","Rarely","Rarely","Strongly disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Sometimes","Often","Sometimes","Often","Rarely","Always","Always","Sometimes","Always","Often","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely acceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Often","Always","Often","Always","Always","Often","Slightly agree","Disagree","Agree","Slightly agree","Agree","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Very satisfied","Very satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Agree",223,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Often","Rarely","Often","Rarely","Rarely","Rarely","Never","Never","Rarely","Rarely","Rarely","Often","Often","Always","Strongly agree","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Never","Rarely","Sometimes","Sometimes","Rarely","Rarely","Always","Always","Slightly agree","Agree","Strongly agree","Agree","Disagree","Slightly agree","","Slightly agree","Disagree","Disagree","Slightly disagree","Agree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Agree",224,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Always","Often","Rarely","Rarely","Always","Often","Often","Often","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Often","Often","Often","Often","Slightly disagree","Agree","Slightly disagree","Neither agree nor disagree","Slightly agree","Disagree","Strongly agree","Slightly agree","Slightly disagree","Slightly agree","Slightly agree","Neither agree nor disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",225,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","This does not apply to me","STEM (science, technology, engineering, mathematics)","This year","6-10 years","","Often","Rarely","Sometimes","Often","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Sometimes","Often","Often","Rarely","Rarely","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Rarely","Often","Often","Often","Agree","Slightly agree","Neither agree nor disagree","Agree","Disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Disagree","Agree","Disagree","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",226,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Sometimes","Rarely","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Often","Sometimes","Sometimes","Rarely","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Rarely","Often","Often","Sometimes","Often","Often","Sometimes","Slightly agree","Disagree","Neither agree nor disagree","Slightly agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Slightly agree","Disagree","Disagree","Agree","Disagree","Slightly satisfied","Neither satisfied nor dissatisfied","Dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",227,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Rarely","Often","Always","Often","Always","Always","Always","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Often","Sometimes","Often","Sometimes","Always","Often","Often","Agree","Slightly agree","Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Agree",228,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Often","Often","Often","Often","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Always","Always","Often","Never","Rarely","Never","Never","Never","Often","Rarely","Never","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Often","Always","Sometimes","Often","Often","Always","Often","Rarely","Strongly disagree","Agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",229,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","This year","More than 10 years","","Sometimes","Sometimes","Never","Often","Agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Sometimes","Sometimes","Sometimes","Often","Rarely","Always","Always","Sometimes","Always","Always","Rarely","Often","Always","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Completely unacceptable","Somewhat acceptable","Somewhat unacceptable","Often","Often","Sometimes","Often","Often","Always","Often","Often","Strongly agree","Disagree","Slightly disagree","Agree","Disagree","Agree","Agree","Disagree","Strongly disagree","Strongly disagree","Slightly disagree","Strongly disagree","Satisfied","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Agree",230,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",231,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Rarely","Sometimes","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Always","Always","Always","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Strongly agree","Completely acceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Often","Often","Often","Often","Sometimes","Often","Sometimes","Sometimes","Neither agree nor disagree","Slightly disagree","Slightly disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Disagree","Disagree","Disagree","Agree","Disagree","Satisfied","Slightly dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Slightly satisfied","Agree",232,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Rarely","Sometimes","Neither agree nor disagree","Disagree","Strongly agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Always","Always","Always","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Often","Always","Often","Often","Always","Sometimes","Strongly disagree","Completely acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Sometimes","Often","Always","Always","Slightly agree","Strongly agree","Slightly disagree","Slightly disagree","Agree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Strongly disagree","Slightly disagree","Slightly agree","Slightly satisfied","Slightly satisfied","Dissatisfied","Slightly dissatisfied","Very satisfied","Very satisfied","Agree",233,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","Non-STEM","This year","More than 10 years","","Sometimes","Rarely","Rarely","Often","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Strongly disagree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Always","Always","Never","Rarely","Always","Always","Sometimes","Often","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Always","Sometimes","Always","Sometimes","Always","Often","Often","Slightly disagree","Strongly agree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Slightly disagree","Very satisfied","Very satisfied","Satisfied","Very satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",234,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","Non-STEM","This year","6-10 years","","Sometimes","Never","Never","Rarely","Disagree","Agree","Neither agree nor disagree","Strongly disagree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Sometimes","Rarely","Never","Often","Rarely","Always","Always","Always","Sometimes","Sometimes","Sometimes","Often","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Often","Often","Often","Often","Often","Always","Always","Agree","Disagree","Slightly agree","Slightly agree","Disagree","Slightly agree","Slightly disagree","Disagree","Disagree","Disagree","Slightly agree","Disagree","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Very satisfied","Satisfied","Agree",235,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Rarely","Rarely","Often","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Rarely","Rarely","Often","Rarely","Never","Often","Often","Rarely","Often","Sometimes","Sometimes","Strongly agree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Often","Always","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Slightly disagree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly agree","Agree","Slightly disagree","Slightly agree","Slightly agree","Slightly disagree","Neither agree nor disagree","Slightly dissatisfied","Dissatisfied","Dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Agree",236,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Never","Never","Rarely","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Strongly disagree","Disagree","Neither agree nor disagree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Rarely","Sometimes","Rarely","Often","Rarely","Always","Always","Often","Always","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Sometimes","Sometimes","Often","Often","Always","Always","Always","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Satisfied","Satisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Agree",237,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","6-10 years","","Always","Often","Sometimes","Rarely","Disagree","Agree","Agree","Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Often","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Sometimes","Often","Often","Strongly agree","Completely acceptable","Completely unacceptable","Completely acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Slightly agree","Agree","Disagree","Slightly disagree","Agree","","Agree","Slightly disagree","Disagree","Disagree","Slightly disagree","Neither agree nor disagree","Satisfied","Satisfied","Dissatisfied","Slightly dissatisfied","Satisfied","Slightly satisfied","Agree",238,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",239,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","3-4 articles","Often","Often","Sometimes","Often","Disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Rarely","Always","Often","Never","Rarely","Always","Always","Sometimes","Sometimes","Sometimes","Rarely","Always","Sometimes","Often","Strongly agree","Neither acceptable or unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Sometimes","Rarely","Never","Sometimes","Sometimes","Often","Sometimes","Rarely","Agree","Strongly agree","Slightly agree","Slightly agree","Disagree","Slightly agree","Strongly agree","Agree","Disagree","Disagree","Slightly disagree","Disagree","Very dissatisfied","Slightly dissatisfied","Dissatisfied","Very dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",240,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Often","Sometimes","Sometimes","Rarely","Rarely","Often","Often","Rarely","Often","Often","Rarely","Always","Always","Always","Strongly agree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Often","Sometimes","Rarely","Often","Sometimes","Often","Often","Sometimes","Agree","Slightly agree","Strongly agree","Agree","Disagree","Slightly agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",241,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","Non-STEM","In the last year","More than 10 years","","Rarely","Rarely","Never","Rarely","Disagree","Agree","Agree","Disagree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Always","Always","Often","Often","Always","Always","Often","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Slightly agree","Slightly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Satisfied","Satisfied","Slightly satisfied","Very satisfied","Slightly satisfied","Slightly satisfied","Agree",242,"Passed"
